Origin_Label,Destination_Label,Product_Code,TFT_Forecast_Year+1,TFT_Forecast_Year+2
Madagascar,Finland,6109,1.2263402,1.2884839
Madagascar,France,2106,0.43845323,0.36319807
Madagascar,France,3304,0.2839398,0.28260845
Madagascar,France,6109,1.7289585,1.7646064
Madagascar,France,8517,15.092417,16.56666
Madagascar,France,9404,1.4115471,0.7996977
Madagascar,Germany,6109,1.6595193,1.6738071
Madagascar,Indonesia,6109,1.990836,2.01536
Madagascar,Ireland,6109,1.3630394,1.343822
Madagascar,Italy,6109,1.510725,1.5093837
Madagascar,Japan,6109,2.2412195,2.1098306
Madagascar,Kazakhstan,6109,2.727175,2.7824194
Madagascar,"Korea, Republic of",2106,5.5851746,2.5969772
Madagascar,"Korea, Republic of",3304,0.24728636,0.2449695
Madagascar,"Korea, Republic of",6109,1.5379853,1.5165973
Madagascar,Kuwait,6109,2.948508,2.927386
Madagascar,Lebanon,6109,4.259837,4.278518
Madagascar,Luxembourg,6109,1.484337,1.2032992
Madagascar,Mauritius,6109,0.5580551,0.47284803
Madagascar,"Moldova, Republic of",6109,3.9148989,2.712811
Madagascar,Mongolia,6109,2.7969513,2.7564662
Madagascar,Morocco,6109,2.0763493,1.858104
Madagascar,Netherlands (Kingdom of the),8517,2.6510556,2.510368
Madagascar,New Zealand,6109,2.1950552,1.1939362
Madagascar,North Macedonia,6109,2.7076626,2.7134473
Madagascar,Norway,6109,1.5749372,1.5507243
Madagascar,Poland,6109,2.3730872,2.416365
Madagascar,Russian Federation,6109,2.2117348,2.0814426
Madagascar,Saudi Arabia,6109,1.3509886,1.5888458
Madagascar,Serbia,6109,2.7707,2.677048
Madagascar,Singapore,6109,1.3516216,1.3517677
Madagascar,Slovakia,6109,1.6158245,2.8429136
Madagascar,Spain,6109,1.263686,1.2586936
Madagascar,Sweden,6109,1.5525291,1.5625619
Madagascar,"Switzerland, Liechtenstein",2106,1.9861382,1.6110076
Madagascar,"Switzerland, Liechtenstein",6109,4.1005363,4.118545
Madagascar,"Tanzania, United Republic of",6109,0.8852097,0.95390624
Madagascar,Turkiye,6109,3.1019294,3.030506
Madagascar,Ukraine,6109,2.7573142,2.80235
Madagascar,United Arab Emirates,6109,1.4505712,1.3858883
Madagascar,United Arab Emirates,9404,2.7597485,2.3640988
Madagascar,United Kingdom,6109,1.526415,1.300679
Madagascar,United States of America,3304,0.8157955,0.71369886
Madagascar,United States of America,6109,1.137437,1.1053101
Malawi,"China, Hong Kong SAR",8517,5.6199627,5.446644
Malawi,Netherlands (Kingdom of the),8517,7.0681458,4.2737355
Malawi,Zambia,8517,38.326454,33.157524
Malawi,Zimbabwe,2106,0.55477035,0.5067152
Malaysia,Afghanistan,8517,7.819431,20.38343
Malaysia,Algeria,2106,0.4163342,0.40104797
Malaysia,Algeria,3304,0.12284389,0.09948879
Malaysia,Algeria,6109,2.258286,2.273545
Malaysia,Algeria,8517,6.8139195,6.8850775
Malaysia,Algeria,9404,0.6969917,0.5274444
Malaysia,Andorra,6109,2.5997329,2.673803
Malaysia,Andorra,8517,37.10797,38.839363
Malaysia,Angola,2106,0.45291194,0.4207612
Malaysia,Angola,3304,0.19448563,0.122946925
Malaysia,Angola,8517,35.13085,32.823647
Malaysia,Antigua and Barbuda,2106,0.30457506,0.21064349
Malaysia,Antigua and Barbuda,8517,8.18234,7.6662545
Malaysia,Argentina,6109,1.2010996,1.3196502
Malaysia,Argentina,8517,4.036563,3.7045226
Malaysia,Armenia,8517,10.816345,10.891854
Malaysia,Australia,2106,0.08923187,0.08449349
Malaysia,Australia,3304,0.43885645,0.03202559
Malaysia,Australia,6109,0.09243699,0.16551462
Malaysia,Australia,8517,0.4938818,0.41951725
Malaysia,Australia,9404,0.15295337,0.1603131
Malaysia,Austria,2106,0.31843138,0.3181531
Malaysia,Austria,3304,1.329992,0.5255292
Malaysia,Austria,6109,1.7857932,1.9167905
Malaysia,Austria,8517,11.653605,13.688794
Malaysia,Azerbaijan,8517,8.197886,8.431881
Malaysia,Bahrain,2106,0.20861311,0.18155488
Malaysia,Bahrain,3304,0.21324809,0.1873792
Malaysia,Bahrain,6109,1.5448841,1.5556303
Malaysia,Bahrain,8517,8.551078,8.647121
Malaysia,Bahrain,9404,0.3349814,0.34146026
Malaysia,Barbados,8517,9.299997,9.169325
Malaysia,Belarus,2106,0.25541547,0.21929507
Malaysia,Belarus,6109,2.5598526,2.544078
Malaysia,Belarus,8517,23.737816,24.196812
Malaysia,Belarus,9404,0.5451172,0.5527437
Malaysia,Belgium,2106,0.1828813,0.15922105
Malaysia,Belgium,6109,1.39862,1.3991868
Malaysia,Belgium,8517,7.7015424,8.402238
Malaysia,Benin,2106,0.2583167,0.21657215
Malaysia,Bermuda,8517,18.134192,18.829268
Malaysia,Bolivia (Plurinational State of),2106,1.3502958,0.7500023
Malaysia,Bolivia (Plurinational State of),6109,0.50483334,0.49888206
Malaysia,Bolivia (Plurinational State of),8517,0.37626374,0.48151666
Malaysia,Botswana,2106,0.20317939,0.21246435
Malaysia,Botswana,3304,0.3402425,0.35849333
Malaysia,Botswana,6109,2.02229,1.968793
Malaysia,Botswana,8517,13.415712,14.942642
Malaysia,Brazil,2106,0.106745265,0.106212385
Malaysia,Brazil,6109,0.8151187,0.7306971
Malaysia,Brazil,8517,3.6033285,1.3115789
Malaysia,Brunei Darussalam,2106,0.10313299,0.10056407
Malaysia,Brunei Darussalam,3304,0.3243744,0.25650114
Malaysia,Brunei Darussalam,6109,1.4773786,1.4979267
Malaysia,Brunei Darussalam,8517,9.604737,11.395948
Malaysia,Brunei Darussalam,9404,0.40186724,0.40619162
Malaysia,Bulgaria,2106,0.38623512,0.28325233
Malaysia,Burkina Faso,8517,13.905605,7.146738
Malaysia,Cambodia,2106,0.27164447,0.27087003
Malaysia,Cambodia,3304,0.3488847,0.3327858
Malaysia,Cambodia,6109,0.9731643,1.4052838
Malaysia,Cambodia,8517,10.0953045,9.741718
Malaysia,Cambodia,9404,0.5832207,0.58625835
Malaysia,Cameroon,2106,0.25912908,0.21791549
Malaysia,Cameroon,8517,1.7931508,1.8229412
Malaysia,Cameroon,9404,0.114949435,0.09006114
Malaysia,Central African Republic,8517,6.5455813,6.4165907
Malaysia,Chile,2106,0.64308685,0.18714432
Malaysia,Chile,6109,1.6066974,1.1732492
Malaysia,Chile,8517,3.4617918,3.7190726
Malaysia,Chile,9404,0.5379799,0.49894294
Malaysia,"China, Hong Kong SAR",2106,0.14690998,0.1441266
Malaysia,"China, Hong Kong SAR",3304,0.6526656,0.53066325
Malaysia,"China, Hong Kong SAR",6109,1.278861,1.2800325
Malaysia,"China, Hong Kong SAR",8517,13.67267,13.909299
Malaysia,"China, Hong Kong SAR",9404,0.38293776,0.35464174
Malaysia,"China, Macao SAR",2106,0.23505531,0.1723853
Malaysia,"China, Macao SAR",3304,0.4015924,0.39557046
Malaysia,"China, Macao SAR",6109,1.6856282,1.6494036
Malaysia,"China, Macao SAR",8517,27.291786,28.820587
Malaysia,"China, Macao SAR",9404,0.3883729,0.3602922
Malaysia,China,2106,0.19660075,0.18585326
Malaysia,China,3304,0.463584,0.25532126
Malaysia,China,6109,1.6451029,1.6401062
Malaysia,China,8517,10.567735,10.945771
Malaysia,China,9404,0.45897308,0.4615566
Malaysia,Colombia,2106,0.14327388,0.11519792
Malaysia,Colombia,6109,2.6113572,1.9799793
Malaysia,Colombia,8517,3.708366,3.9471257
Malaysia,"Congo, Dem. Rep. of the",2106,0.47452667,0.3928555
Malaysia,"Congo, Dem. Rep. of the",3304,0.09912269,0.10015881
Malaysia,"Congo, Dem. Rep. of the",8517,2.4494638,3.4636037
Malaysia,Costa Rica,2106,0.075114205,0.072268516
Malaysia,Costa Rica,6109,2.0596445,2.1019402
Malaysia,Costa Rica,8517,12.125755,13.362439
Malaysia,Cote d'Ivoire,2106,0.3350879,0.23031366
Malaysia,Cote d'Ivoire,6109,2.6453428,2.6458712
Malaysia,Cote d'Ivoire,8517,23.486483,9.94016
Malaysia,Croatia,6109,2.2751827,2.2015727
Malaysia,Croatia,8517,9.998331,9.871777
Malaysia,Cyprus,2106,0.27248615,0.28478265
Malaysia,Czechia,2106,1.134649,1.1460637
Malaysia,Czechia,3304,17.298935,15.796236
Malaysia,Czechia,8517,25.015144,15.2825775
Malaysia,Denmark,3304,0.858254,0.6917399
Malaysia,Denmark,6109,1.6520188,1.6109067
Malaysia,Denmark,8517,8.282756,8.538563
Malaysia,Denmark,9404,0.48816514,0.45779744
Malaysia,Dominican Republic,8517,3.3950043,3.1256108
Malaysia,Ecuador,2106,0.81222296,0.81844056
Malaysia,Ecuador,6109,1.1779675,1.1754941
Malaysia,Ecuador,8517,0.7276737,0.6801166
Malaysia,Egypt,2106,0.2541597,0.2227678
Malaysia,Egypt,3304,0.8911609,0.83561426
Malaysia,Egypt,8517,7.274905,3.9944468
Malaysia,El Salvador,2106,0.15325691,0.15104336
Malaysia,El Salvador,6109,2.5073586,2.496734
Malaysia,El Salvador,8517,5.525002,5.4195724
Malaysia,Estonia,2106,0.1683427,0.16991775
Malaysia,Fiji,2106,0.113254674,0.11407689
Malaysia,Fiji,3304,0.16597721,0.164921
Malaysia,Fiji,6109,2.451246,2.4519408
Malaysia,Fiji,8517,57.783092,49.2106
Malaysia,Fiji,9404,0.31888893,0.3163984
Malaysia,Finland,2106,0.2691327,0.2366908
Malaysia,Finland,6109,2.2960463,1.8626548
Malaysia,Finland,8517,31.809792,31.21619
Malaysia,France,2106,0.13821368,0.13623595
Malaysia,France,3304,0.7796569,0.7764824
Malaysia,France,6109,2.597371,2.0360274
Malaysia,France,8517,15.491209,14.075462
Malaysia,France,9404,0.34287393,0.34986815
Malaysia,French Polynesia,2106,0.15017718,0.15017617
Malaysia,French Polynesia,6109,2.3906014,2.3823066
Malaysia,French Polynesia,8517,23.534565,22.570873
Malaysia,Georgia,9404,0.921349,0.8664275
Malaysia,Germany,2106,0.21775782,0.21821088
Malaysia,Germany,3304,0.7416199,0.5376201
Malaysia,Germany,6109,1.6871837,1.6856802
Malaysia,Germany,8517,10.189922,10.471764
Malaysia,Germany,9404,0.32461813,0.2696497
Malaysia,Ghana,2106,0.2936938,0.18936421
Malaysia,Ghana,8517,11.107723,5.1852283
Malaysia,Greece,2106,0.9015864,0.49241906
Malaysia,Greece,8517,7.959512,7.797188
Malaysia,Greenland,8517,21.144222,21.573479
Malaysia,Grenada,2106,0.27563784,0.26449737
Malaysia,Guatemala,2106,0.18600775,0.18572278
Malaysia,Guatemala,8517,10.9571495,10.345719
Malaysia,Guinea,2106,0.06334251,0.061656658
Malaysia,Guinea,3304,0.09763016,0.09361506
Malaysia,Guinea,8517,0.69484115,0.7069816
Malaysia,Guyana,2106,0.30812973,0.29731467
Malaysia,Honduras,8517,4.324298,2.7768428
Malaysia,Hungary,2106,0.14058886,0.12774135
Malaysia,Hungary,8517,18.770203,12.347844
Malaysia,Iceland,2106,0.4233766,0.28165865
Malaysia,Iceland,3304,1.1279886,0.842639
Malaysia,Iceland,6109,1.9427344,1.9509398
Malaysia,Iceland,8517,13.963968,13.016071
Malaysia,India,2106,0.23751636,0.18358715
Malaysia,India,3304,0.353278,0.23047648
Malaysia,India,6109,2.223264,2.218049
Malaysia,India,8517,10.095195,10.527765
Malaysia,India,9404,0.5775907,0.59690124
Malaysia,Indonesia,2106,0.16952056,0.15670174
Malaysia,Indonesia,3304,0.22866017,0.20153873
Malaysia,Indonesia,6109,0.22360589,0.40748292
Malaysia,Indonesia,8517,11.136603,11.25025
Malaysia,Indonesia,9404,0.24064232,0.23533693
Malaysia,Iran (Islamic Republic of),2106,0.13331695,0.12533294
Malaysia,Iran (Islamic Republic of),8517,4.7332354,5.335959
Malaysia,Ireland,2106,0.22916424,0.22064613
Malaysia,Ireland,3304,0.47389814,0.38139746
Malaysia,Ireland,6109,2.1362813,2.1211529
Malaysia,Ireland,8517,12.044569,11.6419935
Malaysia,Ireland,9404,0.48769268,0.34718594
Malaysia,Israel,8517,13.097823,13.633052
Malaysia,Italy,2106,0.9880902,0.60284746
Malaysia,Italy,6109,2.6325836,1.8386047
Malaysia,Italy,8517,15.263182,14.321072
Malaysia,Jamaica,8517,8.926062,9.448288
Malaysia,Japan,2106,0.10978617,0.11037982
Malaysia,Japan,3304,0.18817222,0.17297699
Malaysia,Japan,6109,1.1152179,1.1688392
Malaysia,Japan,8517,6.0412345,6.138122
Malaysia,Japan,9404,0.37543455,0.35871062
Malaysia,Kazakhstan,2106,0.4181892,0.30087802
Malaysia,Kazakhstan,3304,0.32928073,0.3224338
Malaysia,Kazakhstan,6109,2.141496,2.1140342
Malaysia,Kazakhstan,8517,19.320522,18.725677
Malaysia,Kenya,2106,0.335416,0.2573126
Malaysia,Kenya,3304,0.365921,0.35815847
Malaysia,Kenya,6109,3.0619295,1.7815073
Malaysia,Kenya,8517,13.901796,14.278331
Malaysia,Kenya,9404,0.5835831,0.5954386
Malaysia,Kiribati,2106,0.2749039,0.3186162
Malaysia,Kiribati,8517,36.460083,30.982273
Malaysia,"Korea, Republic of",2106,0.17569977,0.15932903
Malaysia,"Korea, Republic of",3304,0.2552795,0.19798806
Malaysia,"Korea, Republic of",6109,1.6073325,1.795834
Malaysia,"Korea, Republic of",8517,11.698352,11.285226
Malaysia,"Korea, Republic of",9404,0.37808716,0.3809728
Malaysia,Kuwait,2106,0.2397644,0.18968625
Malaysia,Kuwait,3304,0.34426066,0.33138207
Malaysia,Kuwait,6109,1.7731444,1.7240227
Malaysia,Kuwait,8517,13.926074,14.016743
Malaysia,Kuwait,9404,0.31666017,0.41410834
Malaysia,Lao People's Dem. Rep.,2106,0.3544675,0.19393124
Malaysia,Lebanon,2106,0.17415388,0.098268785
Malaysia,Lebanon,3304,0.16605033,0.13916028
Malaysia,Lebanon,6109,3.6268432,3.627656
Malaysia,Lebanon,8517,6.435283,6.307207
Malaysia,Lebanon,9404,0.7177355,0.6456974
Malaysia,Libya,3304,0.16040629,0.11549849
Malaysia,Lithuania,2106,0.14754876,0.1271537
Malaysia,Lithuania,8517,24.334656,23.921383
Malaysia,Luxembourg,8517,13.122734,11.732624
Malaysia,Malawi,8517,40.348995,38.97951
Malaysia,Maldives,2106,0.11338972,0.115683176
Malaysia,Maldives,3304,0.1265401,0.12493302
Malaysia,Maldives,6109,1.3731635,1.4060866
Malaysia,Maldives,8517,6.078907,6.5340557
Malaysia,Maldives,9404,0.5356562,0.52523583
Malaysia,Mali,2106,0.18633662,0.12447218
Malaysia,Mali,8517,11.513328,8.469801
Malaysia,Mauritius,2106,0.09966905,0.102449685
Malaysia,Mauritius,3304,0.38477245,0.3142989
Malaysia,Mauritius,6109,1.1000543,1.1179403
Malaysia,Mauritius,8517,10.064084,9.219902
Malaysia,"Moldova, Republic of",6109,3.166582,2.928768
Malaysia,"Moldova, Republic of",8517,70.59616,71.47215
Malaysia,Mongolia,2106,0.24838357,0.2478417
Malaysia,Mongolia,3304,0.61543345,0.4461829
Malaysia,Mongolia,8517,7.7683883,8.41022
Malaysia,Montenegro,6109,2.019351,1.9745067
Malaysia,Montenegro,8517,34.737595,34.22168
Malaysia,Morocco,2106,0.35347202,0.2113473
Malaysia,Morocco,6109,2.5488148,2.5032902
Malaysia,Morocco,8517,12.322429,11.99075
Malaysia,Myanmar,2106,0.14545242,0.12618686
Malaysia,Myanmar,3304,0.31646213,0.31061736
Malaysia,Myanmar,6109,2.4927666,2.4066873
Malaysia,Myanmar,8517,22.214504,28.317936
Malaysia,Myanmar,9404,0.6898177,0.49263436
Malaysia,Namibia,8517,18.18267,15.155638
Malaysia,Nepal,2106,0.2139887,0.21258914
Malaysia,Nepal,3304,0.7863151,0.7523074
Malaysia,Nepal,6109,2.1339421,2.1339366
Malaysia,Nepal,8517,30.083853,30.200733
Malaysia,Netherlands (Kingdom of the),2106,0.15762872,0.15288094
Malaysia,Netherlands (Kingdom of the),3304,1.3716371,0.69912356
Malaysia,Netherlands (Kingdom of the),6109,1.3096495,1.3051051
Malaysia,Netherlands (Kingdom of the),8517,13.24274,13.156452
Malaysia,Netherlands (Kingdom of the),9404,0.36225137,0.3801213
Malaysia,New Zealand,2106,0.108678564,0.10744288
Malaysia,New Zealand,3304,0.5737583,0.5737014
Malaysia,New Zealand,6109,0.8012441,0.9046675
Malaysia,New Zealand,8517,4.705612,4.303783
Malaysia,New Zealand,9404,0.37035435,0.37338552
Malaysia,Nicaragua,8517,4.073062,4.971689
Malaysia,Nigeria,2106,0.20343508,0.20540595
Malaysia,Nigeria,3304,0.31096816,0.33497646
Malaysia,Nigeria,8517,3.334295,3.367216
Malaysia,Niger,8517,16.156961,16.251955
Malaysia,North Macedonia,6109,2.6905649,2.6496773
Malaysia,North Macedonia,8517,20.974031,20.222864
Malaysia,Norway,2106,0.18523388,0.17247391
Malaysia,Norway,3304,1.3069906,0.5835229
Malaysia,Norway,6109,2.146405,2.1442306
Malaysia,Norway,8517,9.535048,9.705378
Malaysia,Oman,2106,0.18909357,0.17007427
Malaysia,Oman,3304,0.25283307,0.18617314
Malaysia,Oman,6109,1.1108271,1.4173944
Malaysia,Oman,8517,8.000596,7.9880533
Malaysia,Oman,9404,0.18258327,0.17873292
Malaysia,Pakistan,2106,0.28689957,0.23861957
Malaysia,Pakistan,3304,0.13961725,0.10389044
Malaysia,Pakistan,6109,2.726597,2.7815237
Malaysia,Pakistan,8517,10.698774,10.673173
Malaysia,Palau,8517,56.697876,57.654865
Malaysia,Palau,9404,0.43419817,0.4472335
Malaysia,Panama,2106,0.1735254,0.22263964
Malaysia,Panama,6109,1.6660612,1.6714857
Malaysia,Panama,8517,3.5997913,3.5522165
Malaysia,Paraguay,6109,1.4948258,1.520189
Malaysia,Paraguay,8517,9.864888,2.752344
Malaysia,Peru,2106,0.708899,0.68767875
Malaysia,Peru,3304,1.2557685,1.2768724
Malaysia,Peru,6109,1.6016624,1.5973722
Malaysia,Peru,8517,0.7271432,1.8001736
Malaysia,Philippines,2106,0.132487,0.12343605
Malaysia,Philippines,3304,0.075148426,0.077943474
Malaysia,Philippines,6109,0.83609873,0.9346584
Malaysia,Philippines,8517,10.572455,9.108871
Malaysia,Philippines,9404,0.30266213,0.30683783
Malaysia,Poland,2106,0.14442642,0.15114385
Malaysia,Poland,3304,1.8540659,1.057974
Malaysia,Poland,6109,2.9523087,2.9375825
Malaysia,Poland,8517,5.961906,6.0990825
Malaysia,Portugal,2106,0.15997873,0.16039184
Malaysia,Qatar,2106,0.18470186,0.1566259
Malaysia,Qatar,3304,0.1987715,0.1664043
Malaysia,Qatar,6109,1.574536,1.586211
Malaysia,Qatar,8517,7.01353,6.463691
Malaysia,Romania,2106,0.12565361,0.12546459
Malaysia,Romania,6109,2.3190258,2.2956383
Malaysia,Romania,8517,19.102322,7.6930285
Malaysia,Romania,9404,0.52109164,0.5926473
Malaysia,Russian Federation,2106,0.13786927,0.13519354
Malaysia,Russian Federation,3304,0.6682192,0.6988803
Malaysia,Russian Federation,6109,2.7314835,2.7542365
Malaysia,Russian Federation,8517,9.31033,9.740251
Malaysia,Rwanda,2106,0.51019174,0.5686906
Malaysia,Rwanda,8517,18.228867,3.1386895
Malaysia,Saudi Arabia,2106,0.15325639,0.12458931
Malaysia,Saudi Arabia,3304,0.22036117,0.205974
Malaysia,Saudi Arabia,6109,2.061506,2.087136
Malaysia,Saudi Arabia,8517,14.632875,14.549302
Malaysia,Saudi Arabia,9404,0.5112221,0.39648595
Malaysia,Senegal,8517,10.264805,10.333616
Malaysia,Sierra Leone,8517,1.9313823,1.4555824
Malaysia,Sierra Leone,9404,0.18708022,0.20378038
Malaysia,Singapore,2106,0.09220195,0.08441923
Malaysia,Singapore,3304,0.5641228,0.4785934
Malaysia,Singapore,6109,1.2889204,1.3006469
Malaysia,Singapore,8517,5.6602736,5.2531586
Malaysia,Singapore,9404,0.38744265,0.38561535
Malaysia,Slovakia,3304,0.54436994,0.3931219
Malaysia,Slovakia,8517,11.059314,3.618806
Malaysia,Slovenia,3304,1.2609371,1.1100956
Malaysia,Slovenia,8517,13.793401,15.417113
Malaysia,Solomon Islands,2106,0.11090509,0.06471532
Malaysia,Solomon Islands,3304,0.9427658,0.75758713
Malaysia,Solomon Islands,6109,2.3121886,2.2970192
Malaysia,Solomon Islands,8517,3.641292,3.612882
Malaysia,Solomon Islands,9404,0.48345494,0.50769293
Malaysia,Spain,2106,0.6111383,0.2860593
Malaysia,Spain,3304,0.2673677,0.3243238
Malaysia,Spain,6109,2.040098,2.0031412
Malaysia,Spain,8517,7.943582,7.773378
Malaysia,Sri Lanka,2106,0.20791987,0.19032264
Malaysia,Sri Lanka,3304,0.3844018,0.28416976
Malaysia,Sri Lanka,6109,2.0863466,2.081659
Malaysia,Sri Lanka,8517,7.9789343,7.7240896
Malaysia,State of Palestine,3304,0.7749087,0.6540795
Malaysia,State of Palestine,8517,8.483303,8.1732025
Malaysia,Suriname,2106,0.20555578,0.20560469
Malaysia,Suriname,8517,1.7993666,1.7610333
Malaysia,Sweden,2106,0.14069027,0.14141808
Malaysia,Sweden,8517,21.953093,13.98412
Malaysia,"Switzerland, Liechtenstein",2106,0.8529342,0.88499755
Malaysia,"Switzerland, Liechtenstein",3304,0.73526293,0.68191093
Malaysia,"Switzerland, Liechtenstein",6109,3.1449883,3.1832466
Malaysia,"Switzerland, Liechtenstein",8517,22.834806,23.466898
Malaysia,"Switzerland, Liechtenstein",9404,0.4285706,0.42842853
Malaysia,Tajikistan,8517,6.995747,6.936846
Malaysia,"Tanzania, United Republic of",2106,0.26909336,0.2756776
Malaysia,"Tanzania, United Republic of",8517,10.573701,8.368419
Malaysia,Thailand,2106,0.23786898,0.21911949
Malaysia,Thailand,3304,0.3683852,0.29781783
Malaysia,Thailand,6109,1.7381294,1.2230254
Malaysia,Thailand,8517,9.59179,11.030025
Malaysia,Thailand,9404,0.5555675,0.58125514
Malaysia,Timor-Leste,2106,0.22706021,0.2193665
Malaysia,Timor-Leste,3304,0.059059978,0.05660335
Malaysia,Timor-Leste,8517,2.3386695,2.37163
Malaysia,Timor-Leste,9404,0.35468748,0.36626834
Malaysia,Togo,2106,0.4612773,0.237751
Malaysia,Trinidad and Tobago,2106,0.25636092,0.26699254
Malaysia,Trinidad and Tobago,6109,1.0290993,0.9154852
Malaysia,Trinidad and Tobago,8517,3.6405573,3.5360935
Malaysia,Tunisia,8517,9.483551,9.58424
Malaysia,Turkiye,2106,0.13803723,0.1281483
Malaysia,Turkiye,3304,0.6540587,0.5421302
Malaysia,Turkiye,6109,1.0311626,1.0929022
Malaysia,Turkiye,8517,4.167368,2.8288288
Malaysia,Turkiye,9404,0.45780098,0.24935076
Malaysia,Uganda,2106,0.28220925,0.26080364
Malaysia,Uganda,3304,0.19263843,0.101445384
Malaysia,Ukraine,2106,0.16318673,0.13887237
Malaysia,Ukraine,6109,1.9381112,1.8999714
Malaysia,Ukraine,8517,25.22229,25.016901
Malaysia,United Arab Emirates,2106,0.12500744,0.11454125
Malaysia,United Arab Emirates,3304,0.17830603,0.14860432
Malaysia,United Arab Emirates,6109,1.4204907,1.4144168
Malaysia,United Arab Emirates,8517,5.3287683,6.1824546
Malaysia,United Arab Emirates,9404,0.3997657,0.3323728
Malaysia,United Kingdom,2106,0.19555837,0.17881918
Malaysia,United Kingdom,3304,0.62351614,0.44997764
Malaysia,United Kingdom,6109,1.1633866,1.2687709
Malaysia,United Kingdom,8517,8.146785,8.272436
Malaysia,United States of America,2106,0.20006196,0.20120241
Malaysia,United States of America,3304,0.56517035,0.550238
Malaysia,United States of America,6109,1.2769309,1.363499
Malaysia,United States of America,8517,4.4737926,3.5437362
Malaysia,United States of America,9404,0.39004564,0.38829777
Malaysia,Uruguay,6109,1.2093881,0.880996
Malaysia,Uruguay,8517,0.7183283,0.7773922
Malaysia,Uzbekistan,2106,0.74958706,0.6938878
Malaysia,Uzbekistan,6109,1.8767234,1.8779961
Malaysia,Uzbekistan,8517,29.328337,27.352932
Malaysia,Viet Nam,2106,0.3089148,0.28909704
Malaysia,Viet Nam,3304,0.7919282,0.66774327
Malaysia,Viet Nam,6109,1.9361448,1.9406153
Malaysia,Viet Nam,8517,8.697044,8.751382
Malaysia,Viet Nam,9404,0.61529845,0.6178301
Malaysia,Yemen,2106,0.17923282,0.17889033
Malaysia,Zambia,8517,11.09338,11.00476
Maldives,Algeria,6109,2.5948577,2.4787068
Maldives,"China, Hong Kong SAR",8517,4.1390786,4.3143835
Maldives,France,8517,17.825804,17.119282
Maldives,Philippines,8517,8.012496,7.393413
Maldives,Singapore,8517,8.881915,8.922198
Maldives,Sri Lanka,2106,0.14132842,0.13944456
Maldives,Sri Lanka,8517,12.358316,12.141782
Mali,Burkina Faso,3304,0.056859408,0.03474229
Mali,Burkina Faso,8517,0.41273123,0.4018064
Mali,Burkina Faso,9404,0.06684676,0.037308645
Mali,Burundi,3304,0.21651189,0.14570066
Mali,"China, Hong Kong SAR",8517,15.05471,17.74477
Mali,Finland,8517,51.39117,49.009903
Mali,France,3304,0.1409209,0.13975318
Mali,France,8517,22.626408,21.942394
Mali,Guinea,3304,0.06591546,0.06251218
Mali,Guinea,8517,1.5393239,1.5538297
Mali,Guinea,9404,1.2320813,1.2667983
Mali,Morocco,8517,8.152274,8.978206
Mali,Netherlands (Kingdom of the),8517,3.022785,2.7508447
Mali,Palau,2106,0.35357454,0.34210187
Mali,Singapore,8517,18.9486,16.31391
Mali,Ukraine,8517,48.755226,27.645243
Mali,United States of America,8517,3.3727744,2.8197513
Mali,United States of America,9404,0.5464241,0.4831298
Malta,Algeria,8517,6.522499,6.6629343
Malta,Angola,2106,0.3389042,0.07946469
Malta,Argentina,8517,4.6357865,4.455663
Malta,Bahrain,2106,0.17824192,0.16357549
Malta,Cabo Verde,2106,0.18697499,0.22669463
Malta,Cameroon,2106,0.2716462,0.26165995
Malta,Chile,8517,2.682821,3.4971886
Malta,"China, Hong Kong SAR",3304,0.5904798,0.4805765
Malta,China,8517,11.446101,10.676346
Malta,Czechia,8517,8.710161,7.0673146
Malta,Denmark,3304,2.39249,0.87153417
Malta,Denmark,6109,0.93931353,0.7161852
Malta,Egypt,8517,2.7846165,2.8662627
Malta,France,2106,0.18405336,0.18703412
Malta,France,3304,0.5891305,0.31119478
Malta,France,8517,48.90724,23.339119
Malta,Germany,2106,0.31936312,0.35092556
Malta,Germany,6109,1.6379244,1.4896574
Malta,Germany,8517,20.156353,19.488111
Malta,Guinea,2106,0.12389837,0.119542934
Malta,Guyana,2106,0.07232981,0.07504595
Malta,India,8517,9.531965,9.646046
Malta,Indonesia,8517,14.612619,15.228537
Malta,Italy,2106,0.45339897,0.2633555
Malta,Italy,3304,0.43112785,0.38796976
Malta,Italy,6109,2.835482,1.0309502
Malta,Italy,8517,4.2326727,4.511972
Malta,Italy,9404,0.80116147,0.7241078
Malta,Japan,8517,7.3557806,7.2434645
Malta,"Korea, Republic of",8517,14.285138,14.245019
Malta,Kuwait,2106,0.23803529,0.18198249
Malta,Libya,2106,0.15103152,0.12056009
Malta,Libya,3304,0.44203663,0.36068827
Malta,Libya,6109,0.86202186,0.98508227
Malta,Libya,8517,4.908263,5.515439
Malta,Libya,9404,0.41588837,0.41409883
Malta,Madagascar,2106,0.22190626,0.1600925
Malta,Maldives,2106,0.18457375,0.17857952
Malta,Mauritius,2106,0.18256067,0.17968926
Malta,Netherlands (Kingdom of the),2106,0.15949076,0.15736979
Malta,Netherlands (Kingdom of the),3304,1.1636358,1.1522144
Malta,Netherlands (Kingdom of the),6109,1.215801,1.1893617
Malta,Netherlands (Kingdom of the),8517,6.013948,7.184357
Malta,Netherlands (Kingdom of the),9404,0.32943106,0.33807653
Malta,Nigeria,2106,0.29056266,0.23748873
