Origin_Label,Destination_Label,Product_Code,Year_label,XGB_Forecast
Algeria,Norway,8517,2022,46.32577
Algeria,Pakistan,3304,2022,1.3349732
Algeria,Philippines,8517,2022,139.86731
Algeria,Poland,3304,2022,3.1654432
Algeria,Poland,6109,2022,2.7735777
Algeria,Poland,8517,2022,49.980526
Algeria,Portugal,2106,2022,1.9775429
Algeria,Portugal,8517,2022,32.68274
Algeria,Portugal,9404,2022,18.918297
Algeria,Qatar,2106,2022,1.0262307
Algeria,Qatar,3304,2022,1.0961639
Algeria,Qatar,6109,2022,1.7904068
Algeria,Qatar,8517,2022,14.893668
Algeria,Romania,8517,2022,35.580193
Algeria,Russian Federation,2106,2022,0.71905804
Algeria,Russian Federation,8517,2022,49.558403
Algeria,Rwanda,8517,2022,42.018173
Algeria,Saudi Arabia,8517,2022,49.463634
Algeria,Saudi Arabia,9404,2022,18.83421
Algeria,Senegal,2106,2022,0.8780753
Algeria,Senegal,3304,2022,0.92203873
Algeria,Senegal,8517,2022,31.394741
Algeria,Serbia,2106,2022,1.2615585
Algeria,Sierra Leone,3304,2022,1.0582074
Algeria,Singapore,6109,2022,3.1033292
Algeria,Singapore,8517,2022,12.780212
Algeria,Slovakia,8517,2022,14.893668
Algeria,Spain,6109,2022,1.7552755
Algeria,Spain,8517,2022,28.327288
Algeria,Spain,9404,2022,1.56004
Algeria,Sweden,8517,2022,41.874386
Algeria,"Switzerland, Liechtenstein",2106,2022,2.0638142
Algeria,"Switzerland, Liechtenstein",6109,2022,2.6552842
Algeria,"Switzerland, Liechtenstein",8517,2022,14.409598
Algeria,"Switzerland, Liechtenstein",9404,2022,18.837036
Algeria,"Tanzania, United Republic of",8517,2022,46.40391
Algeria,Thailand,6109,2022,3.6082282
Algeria,Thailand,9404,2022,1.678597
Algeria,Trinidad and Tobago,3304,2022,1.1484822
Algeria,Trinidad and Tobago,6109,2022,2.7510567
Algeria,Tunisia,2106,2022,0.8528548
Algeria,Tunisia,3304,2022,0.95129037
Algeria,Tunisia,6109,2022,2.7482314
Algeria,Tunisia,8517,2022,26.001324
Algeria,Tunisia,9404,2022,50.23761
Algeria,Turkiye,6109,2022,1.5923227
Algeria,Turkiye,8517,2022,70.03716
Algeria,Uganda,9404,2022,18.837036
Algeria,Ukraine,8517,2022,30.138521
